Hotel,Id,Ciudad,Pais,Usuario,Rating,PosNeg,Fecha,Review
Hotel Atton San Isidro,rn216499188,Lima,Peru,dani1410,5,1,20/07/2014,"Restaurante Chabuca Excelente comida y servicio de primera. Se puede encontrar plato peruanos asi como internacionales, en un ambiente muy agradable. Se encuentra cerca al centro corporativo de Lima pero a la vez es tranquilo, sin mucho bullicio. 100% recomendado, ambiente moderno y agradable asi como servicio excelente "
Hotel Atton San Isidro,rn216144730,Lima,Peru,Bryan V,5,1,18/07/2014,Delicioso Bufett Estuve con amigos disfrutando del desayuno en el hotel y la verdad quede sorprendida por la calidad y la varied ad de todo en el Bufett. Todo Estuve muy bien y la attention de todos en especial de Luis y Donovanh. Para volver! 
Hotel Atton San Isidro,rn216138892,,,chereantrax,5,1,18/07/2014,"Excelente Desayuno Buffet variado, sabroso, la atencion de los mozos de primera. La infraestructura super moderna. Me encanto el chicharron con camote. Mucha comida y bien presentada. Felicidades. Muy recomendable y por supuesto que regresare. "
Hotel Atton San Isidro,rn216041088,,,Juan V,4,1,18/07/2014,"Buen hotel de negocios Este es un hotel tipico de negocios, sin extravagancias, tiene muy buenas habitaciones, comodas, buena cama, amplias, esta ubicado en el mejor barrio de LIma. El desayuno es bastante bueno. El gimnasio es recomendable. No tiene grandes lujos, pero para viajes de negocios es ideal. "
Hotel Atton San Isidro,rn215423036,,,krmli,5,1,14/07/2014,"Un excelente ambiente, como en casa. Desde las personas de seguridad y todos los trabadores con una sonrisa siempre en rostro, un ambiente confortable. El restaurante, la carta muy buena y variada; me encanto todos los platos que pedi, con una decoracion linda. "
Hotel Atton San Isidro,rn214689788,Lima,Peru,CieloPatriciaBello,5,1,10/07/2014,"Buena comida y servicio Definitivamente en este hotel se puede encontrar un ambiente calido y un buen servicio; la comida es deliciosa he probado varios platos entre criollos e internacionales y me han encantado, un buen sabor, una buena presentacion. El hotel me parece un buen sitio para reuniones de negocios y celebraciones, ya que es un ambiente tranquilo y agradable. "
Hotel Atton San Isidro,rn214684364,Frankfurt,Alemania,Gonzalo d,5,1,10/07/2014,"Excelente restauraunte Fui con mi esposa y 2 hermanos al restaurante del hotel por recomendacion de una amiga y la verdad es que nos llevamos una super grata sorpresa (no conociamos el restaurante). La comida fue super rica, el precio de acuerdo a la calidad y cantidad de comida (no como en algunos restaurantes buenos que es rico pero sirven muy poco..   "
Hotel Atton San Isidro,rn214155033,Santiago,Chile,Diego B,5,1,07/07/2014,"Calidad y excelencia en cada aspecto! El hotel en su totalidad es de una calidad de primera. Las habitaciones son muy comodas, amplias y bien equipadas, lo que genera un ambiente de relajo y confianza. El servicio es impecable, todo el personal demasiado atento y preocupados de que los huespedes tengan todo lo que necesitan. La comida que ofrecen en el restaurant es increible, con muchas..   "
Hotel Atton San Isidro,rn212718204,Lima,Peru,Jose R,5,1,29/06/2014,"Excelente presentacion Asisti al restaurant Chabuca del hotel Attom, para asisitr una reunion con un cliente y pudimos ser atendidos por el personal a cargo los mismos que se encontraban uniformados y presentables. La presentacion de los platos expresaban salud, calidad y frescura en su variedad; asi como el ambiente libre de ruidos que permitieron deleitar y celebrar nuestra negociacion. Sigan adelante satisfaciendo..   "
Hotel Atton San Isidro,rn212485190,Lima,Peru,SIA1112,5,1,28/06/2014,"De primera! Ya son varias veces que voy a almorzar al restaurante del Hotel y puedo asegurarles que la comida es de primera! les recomiendo el tartar de atun, vale la pena probarlo! El servicio es excepcional, ya sea en el comedor o en el bar. Regresare de todas maneras! 100% recomendado "
Hotel Atton San Isidro,rn212391090,,,Nina B,5,1,27/06/2014,"agradable y comodo El personal del hotel es bastante hospitalario y cariñoso. En mi visita, me enferme y todos fueron muy atentos a lo que necesitaba, y tambien muy amables. La comida me encanto y me gusto que todos trabajando eran cortes. Les doy cinco estrellas (: "
Hotel Atton San Isidro,rn212048912,,,panchito78,5,1,25/06/2014,"Excelente atencion Fui a celebrar mi cumpleaños en compañia de mis hermanos y cuñada q nos vinieron a visitar del extranjero. Nos atendio muy amablemente Jorge en la terraza del restaurante Chabuca. La comida y tragos estuvieron espectaculares, los precios acordes a la calidad del servicio y productos recibidos. La pasamos genial, de verdad lo recomiendo "
Hotel Atton San Isidro,rn211924247,,,Edwin A,5,1,24/06/2014,Buen servicio Excelente servicioPersonal muy amableSobre todo Alfredo el del barLa comida muy buenaLas habitaciones limpiasServicios en general excelentesSalas de reunionBarRestauranteGimnasioServicio de taxi todo muy bien estan recomendasSaludos y gracias 
Hotel Atton San Isidro,rn210937148,,,Oscar C,5,1,18/06/2014,"Excelente Hotel La atencion es excelente, desde el check in, concierge, servicio a cuartos, lobby bar, etc. Los alimentos del buffet son muy frescos y variados y la temperatura adecuada. El servicio de taxis esta disponible durante las 24 horas del dia. Las instalaciones mjuy modernas y limpias. El gimnasio y sauna para los huespedes es gratuito y siempre estan limpios. La..   "
Hotel Atton San Isidro,rn210486612,Tijuana,Mexico,Ma Dolores G,4,1,15/06/2014,"pisos resbalosos dos temas: 1. - ocupe la habitacion 334 y es una habitacion para personas minusvalidos. Resalto que el piso del area de baño-sanitario es muy resbaloso ya que con poquita agua que le cae lo hace peligroso. 2. - preguntarles si el camarero reporto que el huesped (yo, Juan Manuel Gastelum Buenrostro) del dia 9 al 13 de junio olvido una agenda..   "
Hotel Atton San Isidro,rn210268641,Santiago,Chile,Fco182,5,1,14/06/2014,"Siempre un agrado Viajo a Lima mensualmente por negocios y me alojo en este hotel. Un edificio moderno con un gran lobby. El trato de todo el personal del hotel es excelente, siempre cordiales y buen humor. Las habitaciones son amplias, comodas, limpias con muy buena calidad de la cama. Incluye internet que funciona correctamente en todo el hotel. Muy buen desayuno bufett..   "
Hotel Atton San Isidro,rn208980875,Buenos Aires,Argentina,Pablo A,5,1,05/06/2014,"Excelente Ubicacion, impecable servicio Estuve alojado en el hotel y todos los servicios fueron prestados con profesionalismo y cordialidad, el desayuno muy bueno, las instalaciones, la calidez del personal es para destacar. Lo recomiendo para estadias en Lima "
Hotel Atton San Isidro,rn208883722,Santiago,Chile,NICOLE C,4,1,04/06/2014,"ESTADIA EN ATTON SAN ISIDRO Mi marido y yo estuvimos 4 noches en el Hotel, fue muy grato, muy buena la atencion en todo, restaurante, bar, recepcion. Los desayunos excelentes, la comida del restaurant tambien bastante buena. Las habitaciones comodas. Lo recomendamos de todos modos. Su ubicacion ademas es muy buena. "
Hotel Atton San Isidro,rn208836789,,,jonatanmoran,5,1,04/06/2014,"El mejor hotel de negocios de Lima Despues de 2 años viajando todos los meses a Lima, este sin duda es la eleccion definitiva. La atencion es muy personalizada, las habitaciones amplias e impecables, Internet gratuito y de alta velocidad que permite mantener comodamente conferencias de video. Para despues del trabajo una grata terraza abierta con estufas para el invierno y una amplia recepcion con sillones para..   "
Hotel Atton San Isidro,rn208789290,Bogota,Colombia,Susy_Carlos,5,1,03/06/2014,"Excelente Hotel Me hospede 3 dias en viaje de negocio y la experiencia fue excelente. Muy buena ubicacion, habitaciones estupendas y modernas, servicio de primera y buen desayuno, adicional a la buena ubicacion. Recomendado. "
Hotel Atton San Isidro,rn208611554,Fortin de las Flores,Mexico,Rebeca M,5,1,02/06/2014,"Servicio al cliente es su prioridad y lo demuestran en TODO Volvi al Atton. Sigue siendo maravilloso, no solo por la calidad de las instalaciones, sino por la calidez y amabilidad de todo el personal. Es una experiencia maravillosa hospedarse en el Atton. Su ubicacion: inmejorable. Realmente vale la pena pasar algunos dias en el Atton, sea en el plano familiar o en el profesional. ¡Felicidades a todo el personal! Verdaderamente..   "
Hotel Atton San Isidro,rn208611034,,,Christian V,4,1,02/06/2014,"Muy buena ubicacion, personal muy amable La ubicacion del hotel inmejorable, habitacion amplia, cama king muy comoda, los baños amplios y limpios, wifi en todo el recinto rapido y estable, desayuno buffet muy variado, el personal amable y dispuesto a resolver los problemas siempre con una sonrisa. Tal vez no siendo mala mejoraria el aseo en las habitaciones, solo por criticar algo. "
Hotel Atton San Isidro,rn208594311,,,Laura180412,5,1,02/06/2014,"Elegancia, buen trato y calidad eso es Atton San Isidro Si tengo que describir a Atton San Isidro pues diria yo que estoy altamente agradecida por el trato tan cordial y la calidad de trabajo que se percibe ahi, sin duda regresaria mil veces ahi porque cumple todo lo que una persona requiere, esta ubicado en un lugar centrico y de facil retorno y seguro que es lo mas importante..   "
Hotel Atton San Isidro,rn207886308,Guayaquil,Ecuador,Francisco N,5,1,29/05/2014,"Relacion calidad - precio inmejorable. Gran Hotel! Tuvimos que alojarnos con mi esposa en este hotel, pues no nos habian llegado las llaves del departamento en Lima, y nos vimos obligados a hospedarnos alli la noche del 17 de mayo. La reserva la hice desde Cusco en la pagina de despegar. com el dia anterior y encontramos una inmejorable oferta por $125. Cuando llegamos al hotel (mas alla..   "
Hotel Atton San Isidro,rn207747961,,,Frank O,5,1,28/05/2014,"Me senti en casa Atton es un hotel calido, muy bien llevado por su personal, las personas que trabajan alli son muy atentas, alegres y muy cordiales. Mi familia con quien me hospede estuvieron super bien atendidos en todo momentos. Recomiendo a todos vivir la experiencia de hospedarse en Atton San Isidro. "
Hotel Atton San Isidro,rn207731464,Santiago,Chile,Bruno V,4,1,28/05/2014,"Excelente lugar para ir a trabajar. Un hotel muy bien ubicado, un servicio correcto y piezas amplias y comodas. El desayuno era muy bueno, completo. Al bar le falta un poco, aunque atienden muy bien, al lugar le falta mas ambiente. Principalmente se ven personas en viajes de negocios, pocas familias. El precio podria ajustarse un poco, pero tampoco es impagable. "
Hotel Atton San Isidro,rn207033366,santiago de chile,Chile,Claudioviajero,5,1,25/05/2014,"Mantiene su Calidad Hace un año atras viajando rumbo a Puerto Vallarta (Mexico) me detuve 2 noches en Atton de Lima y la experiencia fue muy buena. Este 2014 el destino fue Lima y el hotel Atton fue mi primera opcion. Desde el momento de la reserva en Santiago de Chile, su gerenta Milagros tuvo un trato especial, muy cordial y estuvo..   "
Hotel Atton San Isidro,rn206794020,Santiago,Chile,ny152_10,4,1,23/05/2014,"excelente hotel Buena ubicacion, en una calle tranquila lo que es muy importante porque el trafico en lima es caotico. muy buen espacio de piezas y baños. personal bien entrenado y servicial. Excelente desayuno. Buena señal de wifi "
Hotel Atton San Isidro,rn205561344,Lima,Peru,Fiorella G,5,1,14/05/2014,"Otra vez excelente Nuevamente pasamos una noche estupenda con amigas en el restaurante Chabuca... Llegamos al happy hour y comenzamos con una algarrobina fantastica y luego Miguel nos recomendo los mejores platos, nos atendido esmeradamente. Esta vez estuvimos ubicados en la terraza donde el ambiente era super agradable. 100 puntos. "
Hotel Atton San Isidro,rn205546382,Lima,Peru,p29pineda,5,1,14/05/2014,"Magnifico y Calido hotel Lo recomiendo 100%, no hay nada que no me pueda encantar del hotel, sus instalaciones nuevas, muy modernas e impecable, la atencion de todo el personal A1, todos muy agradables y atentos se siente mucho compromiso por parte de ellos para que la estadia sea perfecta! El restaurante excelente, lindo lugar para compartir en familia y amigos. He tenido la..   "
Hotel Atton San Isidro,rn205534566,,,Claudia P,5,1,14/05/2014,Excelente servicio. Estuve en el restaurante Chabuca y la atencion fue de primera. Tome un cocktail de algarrobina buenisimo. De comer recomiendo la ensalada Cesar. Tienen los mejores vinos. Es una perfecta opcion para disfrutar con las amigas. 
Hotel Atton San Isidro,rn205279679,,,Sofia S,5,1,12/05/2014,Gran hospitalidad Me he quedado muchisimas veces en el hotel. Viajo mucho por trabajo y no cambio por nada la hospitalidad con la que me reciben en este hotel. Siempre atentos a todo lo que uno pueda llegar a necesitar y aun mejor dispuestos a solucionar todo tipo de problema. Sin dudas el personal es unico y hacen que uno se siente..   
Hotel Atton San Isidro,rn205201345,,Chile,Viaggiatorechile,5,1,12/05/2014,"Buen precio y excelente calidad Nos quedamos con mi marido desde el 8 al 11 de mayo y nuestra estadia fue inmejorable. El hotel impecable, el personal muy amable, habitaciones limpias, ordenadas, todo nuevo y silencioso. El desayuno muy rico, lo justo y variado. Nada que decir. Me encanto. Muy buena ubicacion! "
Hotel Atton San Isidro,rn204675742,Mendoza,Argentina,MaKa123123,5,1,08/05/2014,"Excelente Todo excelente, el hotel en general muy bueno, check in-check out, la atencion, el desayuno, el restaurante! todo muy limpio, la ubicacion muy comoda. La gente muy amorosa, y atentan. Volvere seguro la proxima vez! "
Hotel Atton San Isidro,rn204286014,Lima,Peru,designyoursalad,5,1,06/05/2014,Tragos buenazos! La terraza del restaurante es linda y se presta perfecto para unos tragos y piqueos de after office. En la noche correo un poquito de viento pero nada que el calentador no pueda solucionar. Totalmente recomendable!: D 
Hotel Atton San Isidro,rn204194031,Puno,Peru,Schemerigheid,5,1,05/05/2014,"Excelente para negocios Un hotel optimo para reuniones y estadias de negocios, asi para turistas que buscan un hotel que cumple estandares altos, sin ser tipico peruano. Es un hotel casi nuevo, moderno con aire internacional y salones de eventos bien equipados, la comida es excelente en el hotel y la atencion de primera. Los amenities son naturales y muy buenos (en general..   "
